@RELATION data

@ATTRIBUTE ponzi {ponzi, non_ponzi}
@ATTRIBUTE SWAP8 NUMERIC
@ATTRIBUTE DUP11 NUMERIC
@ATTRIBUTE DUP14 NUMERIC
@ATTRIBUTE SWAP10 NUMERIC
@ATTRIBUTE DUP15 NUMERIC
@ATTRIBUTE LOG2 NUMERIC
@ATTRIBUTE INVALID NUMERIC
@ATTRIBUTE SWAP9 NUMERIC
@ATTRIBUTE SWAP5 NUMERIC
@ATTRIBUTE SWAP12 NUMERIC
@ATTRIBUTE SWAP16 NUMERIC
@ATTRIBUTE DUP9 NUMERIC
@ATTRIBUTE LOG1 NUMERIC
@ATTRIBUTE DUP12 NUMERIC
@ATTRIBUTE SWAP11 NUMERIC
@ATTRIBUTE SWAP2 NUMERIC
@ATTRIBUTE MSTORE8 NUMERIC
@ATTRIBUTE SWAP14 NUMERIC
@ATTRIBUTE DUP13 NUMERIC
@ATTRIBUTE POP NUMERIC
@ATTRIBUTE DUP8 NUMERIC
@ATTRIBUTE DUP7 NUMERIC
@ATTRIBUTE DUP3 NUMERIC
@ATTRIBUTE DUP4 NUMERIC
@ATTRIBUTE MSTORE NUMERIC
@ATTRIBUTE SWAP3 NUMERIC
@ATTRIBUTE CODECOPY NUMERIC
@ATTRIBUTE JUMP NUMERIC
@ATTRIBUTE DUP5 NUMERIC
@ATTRIBUTE SWAP13 NUMERIC
@ATTRIBUTE STOP NUMERIC
@ATTRIBUTE CALLDATACOPY NUMERIC
@ATTRIBUTE SWAP7 NUMERIC
@ATTRIBUTE SWAP1 NUMERIC
@ATTRIBUTE SWAP6 NUMERIC
@ATTRIBUTE RETURN NUMERIC
@ATTRIBUTE DUP6 NUMERIC
@ATTRIBUTE SWAP4 NUMERIC
@ATTRIBUTE REVERT NUMERIC
@ATTRIBUTE SELFDESTRUCT NUMERIC
@ATTRIBUTE DUP10 NUMERIC
@ATTRIBUTE DUP16 NUMERIC
@ATTRIBUTE JUMPI NUMERIC
@ATTRIBUTE SSTORE NUMERIC
@ATTRIBUTE PUSH NUMERIC
@ATTRIBUTE LOG3 NUMERIC
@ATTRIBUTE LOG4 NUMERIC
@ATTRIBUTE Missing NUMERIC
@ATTRIBUTE SWAP15 NUMERIC
@ATTRIBUTE DUP1&2 NUMERIC
@ATTRIBUTE size_info NUMERIC

@DATA
ponzi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007371007371007371,0.0,0.0,0.0,0.06142506142506143,0.0,0.0,0.0,0.07862407862407862,0.0,0.0,0.02457002457002457,0.022113022113022112,0.0343980343980344,0.009828009828009828,0.009828009828009828,0.0343980343980344,0.002457002457002457,0.0,0.002457002457002457,0.0,0.0,0.13267813267813267,0.0,0.004914004914004914,0.007371007371007371,0.002457002457002457,0.0,0.0,0.0,0.0,0.05896805896805897,0.02457002457002457,0.2727272727272727,0.0,0.0,0.0,0.0,0.20884520884520885,2080
ponzi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005681818181818182,0.0,0.0,0.0,0.05113636363636364,0.0,0.0,0.0,0.06818181818181818,0.0,0.0,0.02556818181818182,0.019886363636363636,0.022727272727272728,0.022727272727272728,0.0,0.036931818181818184,0.005681818181818182,0.0,0.002840909090909091,0.0,0.0,0.1590909090909091,0.0,0.008522727272727272,0.005681818181818182,0.005681818181818182,0.0,0.0,0.0,0.0,0.05965909090909091,0.03125,0.2840909090909091,0.0,0.0,0.0,0.0,0.1846590909090909,1908
ponzi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008869179600886918,0.0,0.0,0.0,0.057649667405764965,0.0,0.0,0.0,0.07982261640798226,0.0,0.0,0.024390243902439025,0.028824833702882482,0.028824833702882482,0.013303769401330377,0.008869179600886918,0.031042128603104215,0.004434589800443459,0.0,0.0022172949002217295,0.0,0.0022172949002217295,0.14634146341463414,0.0,0.0066518847006651885,0.008869179600886918,0.011086474501108648,0.0,0.0,0.0,0.0,0.04656319290465632,0.026607538802660754,0.2727272727272727,0.0,0.0,0.0,0.0,0.19068736141906872,2174
ponzi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003703703703703704,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.07037037037037037,0.0,0.0,0.022222222222222223,0.014814814814814815,0.04814814814814815,0.007407407407407408,0.014814814814814815,0.03333333333333333,0.003703703703703704,0.0,0.003703703703703704,0.0,0.0,0.12962962962962962,0.0,0.007407407407407408,0.003703703703703704,0.0,0.0,0.0,0.0,0.0,0.05925925925925926,0.025925925925925925,0.27037037037037037,0.0,0.0,0.0,0.0,0.22592592592592592,1460
ponzi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005681818181818182,0.0,0.0,0.0,0.04734848484848485,0.0,0.0,0.0,0.07196969696969698,0.0,0.0,0.017045454545454544,0.013257575757575758,0.041666666666666664,0.015151515151515152,0.017045454545454544,0.026515151515151516,0.003787878787878788,0.0,0.001893939393939394,0.0,0.0,0.1534090909090909,0.0,0.005681818181818182,0.005681818181818182,0.005681818181818182,0.0,0.0,0.0,0.0,0.04924242424242424,0.022727272727272728,0.2859848484848485,0.0,0.0,0.0,0.0,0.21022727272727273,2306
ponzi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008888888888888889,0.0,0.0,0.0,0.057777777777777775,0.0,0.0,0.0,0.08,0.0,0.0,0.024444444444444446,0.028888888888888888,0.028888888888888888,0.013333333333333334,0.008888888888888889,0.03111111111111111,0.0044444444444444444,0.0,0.0022222222222222222,0.0,0.0022222222222222222,0.14666666666666667,0.0,0.006666666666666667,0.008888888888888889,0.011111111111111112,0.0,0.0,0.0,0.0,0.04666666666666667,0.02666666666666667,0.2733333333333333,0.0,0.0,0.0,0.0,0.18888888888888888,2144
ponzi,0.0026842362127867253,0.0012201073694485115,0.0,0.0004880429477794046,0.0002440214738897023,0.0,0.0,0.0014641288433382138,0.0036603221083455345,0.0002440214738897023,0.0,0.003904343582235237,0.0014641288433382138,0.0019521717911176184,0.0002440214738897023,0.055636896046852125,0.0,0.0,0.0,0.09297218155197658,0.0026842362127867253,0.001708150317227916,0.05075646656905808,0.024646168862859932,0.04172767203513909,0.012933138116154222,0.005612493899463153,0.021473889702293802,0.014641288433382138,0.0,0.0002440214738897023,0.001708150317227916,0.0019521717911176184,0.13225963884821865,0.0014641288433382138,0.0009760858955588092,0.004636408003904344,0.006588579795021962,0.0,0.0,0.0021961932650073207,0.0,0.04489995119570522,0.017325524646168863,0.2589067837969741,0.0,0.0,0.0,0.0,0.18448023426061494,17506
ponzi,0.0,0.0,0.0,0.0,0.0,0.0,0.01797175866495507,0.0,0.0,0.0,0.0,0.0,0.0038510911424903724,0.0,0.0,0.04236200256739409,0.0,0.0,0.0,0.110397946084724,0.0,0.0025673940949935813,0.01668806161745828,0.019255455712451863,0.06803594351732992,0.008985879332477536,0.0,0.03465982028241335,0.006418485237483954,0.0,0.0038510911424903724,0.0,0.0,0.11810012836970475,0.0,0.005134788189987163,0.0,0.0012836970474967907,0.005134788189987163,0.0,0.0,0.0,0.0410783055198973,0.01797175866495507,0.2952503209242619,0.0,0.0,0.0,0.0,0.1810012836970475,5716
ponzi,0.0009216589861751152,0.0018433179723502304,0.0,0.0,0.0,0.0,0.0,0.0018433179723502304,0.0064516129032258064,0.0,0.0,0.005529953917050691,0.0,0.0009216589861751152,0.0018433179723502304,0.053456221198156684,0.0,0.0,0.0,0.0792626728110599,0.009216589861751152,0.0018433179723502304,0.03317972350230415,0.01935483870967742,0.035944700460829496,0.02119815668202765,0.013824884792626729,0.02304147465437788,0.011981566820276499,0.0,0.0009216589861751152,0.0009216589861751152,0.004608294930875576,0.13179723502304147,0.0018433179723502304,0.003686635944700461,0.0064516129032258064,0.005529953917050691,0.0,0.0,0.0027649769585253456,0.0,0.047004608294930875,0.02304147465437788,0.2534562211981567,0.0,0.0,0.0,0.0,0.19631336405529953,4456
ponzi,0.0005117707267144319,0.0005117707267144319,0.0,0.0,0.0,0.0,0.0,0.0005117707267144319,0.007164790174002047,0.0,0.0,0.0010235414534288639,0.0040941658137154556,0.0010235414534288639,0.0,0.03940634595701126,0.0005117707267144319,0.0,0.0,0.08853633572159672,0.0020470829068577278,0.00511770726714432,0.0368474923234391,0.030194472876151485,0.04759467758444217,0.027635619242579325,0.0,0.04350051177072672,0.017400204708290685,0.0,0.0005117707267144319,0.0015353121801432957,0.0020470829068577278,0.11566018423746162,0.005629477993858751,0.0030706243602865915,0.011258955987717503,0.009211873080859774,0.0,0.0,0.0005117707267144319,0.0005117707267144319,0.04759467758444217,0.011770726714431934,0.2599795291709314,0.0,0.0,0.0,0.0,0.17707267144319344,10038
ponzi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004962779156327543,0.0,0.0,0.004962779156327543,0.0,0.0,0.0,0.05707196029776675,0.0,0.0,0.0,0.07568238213399504,0.0,0.0,0.03225806451612903,0.028535980148883373,0.04094292803970223,0.01240694789081886,0.008684863523573201,0.031017369727047148,0.0,0.0,0.0012406947890818859,0.0,0.0,0.14392059553349876,0.0,0.0037220843672456576,0.007444168734491315,0.004962779156327543,0.0,0.0,0.0,0.0,0.05583126550868486,0.022332506203473945,0.2878411910669975,0.0,0.0,0.0,0.0,0.1761786600496278,4978
ponzi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005221932114882507,0.0,0.0,0.0,0.05483028720626632,0.0,0.0,0.0,0.07049608355091384,0.0,0.0,0.020887728459530026,0.020887728459530026,0.03655352480417755,0.010443864229765013,0.010443864229765013,0.03655352480417755,0.0026109660574412533,0.0,0.0026109660574412533,0.0,0.0,0.1409921671018277,0.0,0.005221932114882507,0.005221932114882507,0.0026109660574412533,0.0,0.0,0.0,0.0,0.06005221932114883,0.02610966057441253,0.2819843342036554,0.0,0.0,0.0,0.0,0.206266318537859,1988
ponzi,0.0012224938875305623,0.0,0.0,0.0,0.0,0.0,0.0,0.0024449877750611247,0.0024449877750611247,0.0,0.0,0.006112469437652812,0.0,0.0,0.0,0.05134474327628362,0.0,0.0,0.0,0.06723716381418093,0.0012224938875305623,0.004889975550122249,0.03178484107579462,0.019559902200488997,0.04645476772616137,0.02078239608801956,0.004889975550122249,0.02689486552567237,0.0012224938875305623,0.0,0.0012224938875305623,0.0,0.0,0.14058679706601468,0.0,0.004889975550122249,0.006112469437652812,0.007334963325183374,0.0,0.0,0.0012224938875305623,0.0,0.039119804400977995,0.023227383863080684,0.2823960880195599,0.0,0.0,0.0,0.0,0.20537897310513448,3872
ponzi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005277044854881266,0.0,0.0,0.0,0.05804749340369393,0.0,0.0,0.0,0.06596306068601583,0.0,0.0,0.021108179419525065,0.013192612137203167,0.036939313984168866,0.010554089709762533,0.010554089709762533,0.036939313984168866,0.0,0.0,0.002638522427440633,0.0,0.0,0.1424802110817942,0.0,0.005277044854881266,0.0,0.0,0.0,0.0,0.0,0.0,0.0633245382585752,0.026385224274406333,0.2717678100263852,0.0,0.0,0.0,0.0,0.22955145118733508,1920
ponzi,0.009216589861751152,0.011904761904761904,0.0015360983102918587,0.021889400921658985,0.0007680491551459293,0.0,0.0,0.009216589861751152,0.010752688172043012,0.020737327188940093,0.00038402457757296467,0.006528417818740399,0.0,0.008448540706605223,0.019201228878648235,0.031874039938556066,0.0,0.0015360983102918587,0.01228878648233487,0.07834101382488479,0.004224270353302612,0.005376344086021506,0.01574500768049155,0.008832565284178187,0.038786482334869435,0.01804915514592934,0.005376344086021506,0.020353302611367127,0.006528417818740399,0.002304147465437788,0.00038402457757296467,0.0,0.0069124423963133645,0.12403993855606758,0.008832565284178187,0.0015360983102918587,0.008832565284178187,0.009984639016897081,0.0,0.0,0.004224270353302612,0.0015360983102918587,0.04377880184331797,0.02572964669738863,0.2768817204301075,0.0,0.0,0.0,0.0,0.11712749615975422,10914
ponzi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005319148936170213,0.0,0.0,0.0,0.05319148936170213,0.0,0.0,0.0,0.06914893617021277,0.0,0.0,0.026595744680851064,0.02127659574468085,0.034574468085106384,0.013297872340425532,0.010638297872340425,0.031914893617021274,0.005319148936170213,0.0,0.0026595744680851063,0.0,0.0,0.15159574468085107,0.0,0.007978723404255319,0.007978723404255319,0.005319148936170213,0.0,0.0,0.0,0.0,0.05053191489361702,0.023936170212765957,0.26861702127659576,0.0,0.0,0.0,0.0,0.21010638297872342,1820
ponzi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014084507042253522,0.0,0.0,0.004225352112676056,0.0,0.0,0.0,0.04366197183098591,0.0,0.0,0.0,0.054929577464788736,0.0,0.004225352112676056,0.02535211267605634,0.01267605633802817,0.03943661971830986,0.01971830985915493,0.01971830985915493,0.02535211267605634,0.005633802816901409,0.0,0.0014084507042253522,0.0,0.0014084507042253522,0.15211267605633802,0.0,0.004225352112676056,0.007042253521126761,0.008450704225352112,0.0,0.0,0.0,0.0,0.04929577464788732,0.02535211267605634,0.2802816901408451,0.0,0.0,0.0,0.0,0.2140845070422535,2968
ponzi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034965034965034965,0.0,0.0,0.006993006993006993,0.0,0.0,0.0,0.05244755244755245,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.03496503496503497,0.027972027972027972,0.027972027972027972,0.017482517482517484,0.0,0.03496503496503497,0.0,0.0,0.0034965034965034965,0.0,0.0,0.14335664335664336,0.0,0.006993006993006993,0.01048951048951049,0.01048951048951049,0.0,0.0,0.0,0.0,0.04895104895104895,0.027972027972027972,0.2517482517482518,0.0,0.0,0.0,0.0,0.1993006993006993,1566
ponzi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008888888888888889,0.0,0.0,0.0,0.057777777777777775,0.0,0.0,0.0,0.08,0.0,0.0,0.024444444444444446,0.028888888888888888,0.028888888888888888,0.013333333333333334,0.008888888888888889,0.03111111111111111,0.0044444444444444444,0.0,0.0022222222222222222,0.0,0.0022222222222222222,0.14666666666666667,0.0,0.006666666666666667,0.008888888888888889,0.011111111111111112,0.0,0.0,0.0,0.0,0.04666666666666667,0.02666666666666667,0.2733333333333333,0.0,0.0,0.0,0.0,0.18888888888888888,2154
ponzi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00516795865633075,0.0,0.0,0.0,0.05167958656330749,0.0,0.0,0.0,0.07235142118863049,0.0,0.0,0.023255813953488372,0.020671834625323,0.03875968992248062,0.0103359173126615,0.0103359173126615,0.03617571059431524,0.002583979328165375,0.0,0.002583979328165375,0.0,0.0,0.13695090439276486,0.0,0.00516795865633075,0.00516795865633075,0.002583979328165375,0.0,0.0,0.0,0.0,0.059431524547803614,0.028423772609819122,0.27906976744186046,0.0,0.0,0.0,0.0,0.20930232558139536,1990
ponzi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00904977375565611,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.08144796380090498,0.0,0.0,0.024886877828054297,0.024886877828054297,0.029411764705882353,0.013574660633484163,0.00904977375565611,0.03167420814479638,0.004524886877828055,0.0,0.0022624434389140274,0.0,0.0022624434389140274,0.14479638009049775,0.0,0.006787330316742082,0.00904977375565611,0.011312217194570135,0.0,0.0,0.0,0.0,0.04751131221719457,0.024886877828054297,0.27601809954751133,0.0,0.0,0.0,0.0,0.18778280542986425,2120
ponzi,0.0011607661056297156,0.0005803830528148578,0.0,0.0005803830528148578,0.0,0.0,0.0,0.0005803830528148578,0.00812536273940801,0.0,0.0,0.002901915264074289,0.0,0.0,0.0,0.06558328496807893,0.0,0.0,0.0,0.057457922228670924,0.0017411491584445734,0.0011607661056297156,0.03656413232733604,0.017411491584445733,0.04875217643644805,0.02379570516540917,0.014509576320371444,0.019733023795705164,0.009866511897852582,0.0,0.0005803830528148578,0.0005803830528148578,0.0005803830528148578,0.13697040046430645,0.0023215322112594312,0.0023215322112594312,0.003482298316889147,0.013929193267556587,0.0,0.0,0.0011607661056297156,0.0,0.035983749274521186,0.022634939059779455,0.2669762042948346,0.0,0.0,0.0,0.0,0.2019733023795705,7440
ponzi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008888888888888889,0.0,0.0,0.0,0.057777777777777775,0.0,0.0,0.0,0.08,0.0,0.0,0.024444444444444446,0.028888888888888888,0.028888888888888888,0.013333333333333334,0.008888888888888889,0.03111111111111111,0.0044444444444444444,0.0,0.0022222222222222222,0.0,0.0022222222222222222,0.14666666666666667,0.0,0.006666666666666667,0.008888888888888889,0.011111111111111112,0.0,0.0,0.0,0.0,0.04666666666666667,0.02666666666666667,0.2733333333333333,0.0,0.0,0.0,0.0,0.18888888888888888,2164
ponzi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008888888888888889,0.0,0.0,0.0,0.057777777777777775,0.0,0.0,0.0,0.08,0.0,0.0,0.024444444444444446,0.028888888888888888,0.028888888888888888,0.013333333333333334,0.008888888888888889,0.03111111111111111,0.0044444444444444444,0.0,0.0022222222222222222,0.0,0.0022222222222222222,0.14666666666666667,0.0,0.006666666666666667,0.008888888888888889,0.011111111111111112,0.0,0.0,0.0,0.0,0.04666666666666667,0.02666666666666667,0.2733333333333333,0.0,0.0,0.0,0.0,0.18888888888888888,2164
ponzi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008456659619450317,0.0,0.0,0.0,0.05496828752642706,0.0,0.0,0.0,0.07610993657505286,0.0,0.0,0.023255813953488372,0.02748414376321353,0.02748414376321353,0.012684989429175475,0.008456659619450317,0.03382663847780127,0.004228329809725159,0.0,0.0021141649048625794,0.0,0.0021141649048625794,0.14587737843551796,0.0,0.006342494714587738,0.008456659619450317,0.012684989429175475,0.0,0.0,0.0,0.0,0.048625792811839326,0.03171247357293869,0.2769556025369979,0.0,0.0,0.0,0.0,0.18816067653276955,2284
ponzi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01037344398340249,0.0,0.0,0.0,0.05394190871369295,0.0,0.0,0.0,0.08713692946058091,0.0,0.0,0.024896265560165973,0.029045643153526972,0.026970954356846474,0.012448132780082987,0.008298755186721992,0.035269709543568464,0.004149377593360996,0.0,0.002074688796680498,0.0,0.002074688796680498,0.14315352697095435,0.0,0.006224066390041493,0.01037344398340249,0.012448132780082987,0.0,0.0,0.0,0.0,0.04771784232365145,0.026970954356846474,0.2697095435684647,0.0,0.0,0.0,0.0,0.18672199170124482,2332
